title,date,content
Americans and Japanese take far less time off — but Europeans say they’re more ‘vacation deprived’,"PUBLISHED SUN, JUN 30 20248:57 PM EDT","Nearly two in three workers around the world are “vacation deprived,” according to a new report published by Expedia. However, the report shows the feeling is highest among cultures that take the most days off. Some 84% of Germans and 69% of French respondents said they feel they don’t have enough time off, according to Expedia’s “Vacation Deprivation Report” published on June 20. That’s despite respondents from both countries taking the most vacation days — 27 days and 29 days, respectively — in the survey. The survey of more than 11,500 workers showed Americans take the least time off per year (11 days), followed by Japan (12 days). However, only 53% of Japanese said they feel “vacation deprived” compared to 65% of Americans, it showed."
"Investors say Trump is better for stocks, but are split on where the market is heading, CNBC survey shows","PUBLISHED FRI, JUN 28 202410:26 AM EDT",
CNBC Daily Open: Presidential debate,"PUBLISHED FRI, JUN 28 20242:02 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Japanese yen weakens to fresh 38-year lows; top currency diplomat replaced,"PUBLISHED THU, JUN 27 20249:47 PM EDT",
Japan’s Topix hits highest since 1990 as Asia-Pacific markets rise; yen hits fresh 38-year low,"PUBLISHED THU, JUN 27 20247:45 PM EDT",
CNBC Daily Open: Nvidia rebounds after $500 billion slump,"PUBLISHED WED, JUN 26 20242:16 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Japan’s Nikkei 225 hits over 2-month high; Asian chip firms track Nvidia rebound,"PUBLISHED TUE, JUN 25 20247:42 PM EDT",
CNBC Daily Open: Is Nvidia on a escalator or elevator?,"PUBLISHED MON, JUN 24 20242:20 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
European markets close higher as investors look ahead to fresh data,"PUBLISHED MON, JUN 24 202412:34 AM EDT",
Asia-Pacific markets slip as investors await Australia and Japan inflation data later this week,"PUBLISHED SUN, JUN 23 20247:44 PM EDT",
Europe stocks close lower; Carlsberg down 9% after bid rejected; UK retail sales beat forecast,"PUBLISHED FRI, JUN 21 20242:28 AM EDT",
"CNBC Daily Open: S&P 500 briefly crosses 5,500, closes lower","PUBLISHED FRI, JUN 21 20242:17 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Asia stocks mostly fall after cooler-than-expected Japan inflation data; yen nears 159 against dollar,"PUBLISHED THU, JUN 20 20247:51 PM EDT",
CNBC’s Inside India newsletter: India Inc might not even need a Fed rate cut — but it wants one,"PUBLISHED THU, JUN 20 202412:10 PM EDT","Monday - Friday, 11:00 - 12:00 SIN/HK | 0500 - 06:00 CET"
Switzerland makes second interest rate cut as major economies diverge on monetary policy easing,"PUBLISHED THU, JUN 20 20243:37 AM EDT",
CNBC Daily Open: Le Pen’s 28-year old protégé,"PUBLISHED THU, JUN 20 20243:09 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: Nvidia unseats Microsoft as world’s most valuable company,"PUBLISHED WED, JUN 19 20242:24 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: Boeing’s reckoning,"PUBLISHED TUE, JUN 18 20242:18 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
"The best banks in the Asia-Pacific region, according to customers","PUBLISHED TUE, JUN 4 20247:15 PM EDT","SINGAPORE — Customers in Asia-Pacific have picked their favorite banks as lenders scramble to meet consumer expectations in a fast-changing environment. After a prolonged period of high inflation — and interest rates — banks in the region are starting to navigate the global trend of lower rates. They’re also facing technological innovation that has the potential to transform the sector, as generative AI gains traction around the world. Against this backdrop, market research firm Statista surveyed 22,000 individuals with a checking or savings account in 14 major economies. The report below — the first of its kind — is designed to highlight the banks that best meet consumer needs in their respective markets. For the survey, participants evaluated their overall satisfaction with a bank, and whether they would recommend it to others. They also rated each based on five criteria: trust, terms and conditions (such as fees and rates), customer service, digital services and quality of financial advice. Click here for the full methodology. See below to see which banks made the list in your location."
"CNBC Daily Open: GameStop can’t stop, Dow drops","PUBLISHED TUE, JUN 4 20242:43 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Japan confirms first currency intervention since 2022 with $62 billion in spending,"PUBLISHED FRI, MAY 31 20246:50 AM EDT",
"Nasdaq closes at record high, Fed’s Kashkari seeks more inflation data for rate cuts, GameStop soars","PUBLISHED WED, MAY 29 20243:07 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: Musk’s artificial intelligence startup raises $6 billion,"PUBLISHED TUE, MAY 28 20242:19 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
"CNBC Daily Open: Dow’s worst day in 2024, Nvidia shares pop","PUBLISHED FRI, MAY 24 20242:30 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: Nvidia shares soar on AI boom,"PUBLISHED THU, MAY 23 20242:30 AM EDT","This report is from today’s CNBC Daily Open, our new, international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Treasury yields inch higher as Fed still sees no rate cuts soon,"PUBLISHED WED, MAY 22 20244:51 AM EDT","U.S. Treasury yields ticked up Wednesday after the latest Federal Reserve meeting minutes suggested a lack of confidence by policymakers that they will be able to lower interest rates anytime soon. The 10-year Treasury
yield rose one basis points to 4.426%, while the 2-year Treasury
yield was last at 4.873%, up nearly 4 basis points. Yields and prices move in opposite directions and one basis point equals 0.01%."
Are consumers pulling back on spending? It depends on which CEO you ask,"PUBLISHED MON, MAY 20 20247:30 AM EDT",
"CNBC Daily Open: Dow at record high, Iran’s president dies in helicopter crash","PUBLISHED MON, MAY 20 20242:08 AM EDT","This report is from today’s CNBC Daily Open, our new, international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
"CNBC Daily Open: Dow briefly tops 40,000 for the first time, meme stocks down but not out","PUBLISHED THU, MAY 16 20249:11 PM EDT","This report is from today’s CNBC Daily Open, our new, international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
"CNBC Daily Open: Wall Street hits record, ‘Thee rate cuts’","PUBLISHED THU, MAY 16 20242:24 AM EDT","This report is from today’s CNBC Daily Open, our new, international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Forget U.S. stocks — UBS says Europe’s are a better bet. Here’s why,"PUBLISHED TUE, MAY 14 20241:05 AM EDT",
"Japan is not seeking a strong yen, it just wants a stable currency, David Roche says","PUBLISHED THU, MAY 9 202412:46 AM EDT",
Activist Nihon Global puts forth ideas to build shareholder value at noodle giant Toyo Suisan,"PUBLISHED SAT, MAY 4 20247:33 AM EDT","Business: Toyo Suisan Kaisha and its subsidiaries produce and sell food products in Japan and internationally. The company operates through the following segments: Seafood, Overseas Instant Noodles, Domestic Instant Noodles, Frozen and Refrigerated Foods, Processed Foods and Cold Storage. It purchases, processes, and sells seafood, and manufactures and sells a variety of products including instant cup and bag noodles, soup and processed foods. Stock Market Value: Roughly 1 trillion Japanese yen (10,070.00 yen per share)"
Japan’s yen had a roller coaster week amid suspected intervention. Here’s what you need to know,"PUBLISHED FRI, MAY 3 20243:44 AM EDT",
"UK to suffer slowest growth of all rich nations next year, OECD says","PUBLISHED THU, MAY 2 20249:37 AM EDT",
"Long-predicted consumer pullback finally hits restaurants like Starbucks, KFC and McDonald’s","PUBLISHED WED, MAY 1 20242:33 PM EDT",
IMF chief warns of emerging market risk with high U.S. interest rates,"PUBLISHED TUE, APR 30 20243:59 AM EDT",
Japanese yen strengthens sharply after hitting 160 against dollar for the first time since 1990,"PUBLISHED SUN, APR 28 20249:57 PM EDT",
"Bank of Japan keeps monetary policy unchanged, sees slightly higher inflation in fiscal 2024","PUBLISHED THU, APR 25 202411:26 PM EDT",
U.S. tech CEOs give India PM Modi boost ahead of election,"PUBLISHED THU, APR 18 202411:59 AM EDT",
Trump slams Biden for ‘raging’ inflation after hotter-than-expected March price report,"PUBLISHED WED, APR 10 202411:53 AM EDT",
"Japan’s real wages fall for 23rd straight month, dampening Bank of Japan’s hopes for ‘virtuous cycle’","PUBLISHED MON, APR 8 20242:37 AM EDT",
Biden says U.S. economy is world’s best. Trump calls it a ‘cesspool.’ Data is clear.,"PUBLISHED THU, APR 4 20248:54 AM EDT",
CNBC Daily Open: A projection is not a promise,"PUBLISHED WED, APR 3 20242:30 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Why Japan’s ‘shunto’ wage hikes may not bring cheer to over 80% of its workers,"PUBLISHED TUE, APR 2 202410:36 PM EDT",
CNBC Daily Open: Projections are not promises,"PUBLISHED TUE, APR 2 20248:48 PM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
"Japan’s yen hits 34-year-low, heating talk of intervention","PUBLISHED WED, MAR 27 20246:20 AM EDT",
"U.S. stocks have ‘limited upside’ from here, says Goldman Sachs Asset Management","PUBLISHED WED, MAR 27 20246:03 AM EDT",
Japan bucks private equity slowdown in Asia Pacific with deal value soaring 183% last year,"PUBLISHED SUN, MAR 24 20247:00 PM EDT",
Major central banks reached a pivotal point this week. Here’s what happened — and what’s next,"PUBLISHED FRI, MAR 22 202410:48 AM EDT",
Op-ed: Bitcoin’s recent rise has contributed to investor fear of missing out,"PUBLISHED THU, MAR 21 20248:30 AM EDT",
CNBC Daily Open: Markets surge on Fed rate-cut signals,"PUBLISHED THU, MAR 21 20243:30 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: Inflation fight gets harder in final stretch,"PUBLISHED WED, MAR 20 20243:29 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
‘Mr Yen’ says Japan could intervene if yen falls to 155,"PUBLISHED WED, MAR 20 20241:50 AM EDT",
CNBC Daily Open: The last leg of inflation fight remains tough,"PUBLISHED TUE, MAR 19 20249:24 PM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
The Bank of Japan just made a historic rate pivot. Here’s what could happen next,"PUBLISHED TUE, MAR 19 20249:10 AM EDT",
Treasury yields dip ahead of the Fed’s interest-rate decision,"PUBLISHED TUE, MAR 19 20245:56 AM EDT","U.S. Treasury yields were slightly lower Tuesday as the two-day Federal Reserve meeting kicked off. The yield on the 10-year Treasury
yield was down more than 4 basis points at 4.295%. The 2-year Treasury
yield was last at 4.687%, down nearly 5 basis points. Yields and prices have an inverted relationship. One basis point equals 0.01%."
CNBC Daily Open: U.S. consumer sentiment stays stable amid inflation worries,"PUBLISHED TUE, MAR 19 20243:30 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
"Bank of Japan ends the world’s only negative rates regime in a historic move, abandons yield curve control","PUBLISHED MON, MAR 18 202411:37 PM EDT",
"Fed and other banks to make ‘major progress’ on rates this year, BIS chief says","PUBLISHED MON, MAR 18 20246:23 AM EDT",
Modular homes were hailed as a solution to housing crises. But the sector is now struggling to scale,"PUBLISHED MON, MAR 18 20242:06 AM EDT",
Goldman Sachs now expects the Bank of Japan to hike rates Tuesday,"PUBLISHED SUN, MAR 17 202410:23 PM EDT",
CNBC Daily Open: Wall Street focus turns to the Fed,"PUBLISHED SUN, MAR 17 20249:37 PM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: Hot inflation data spooks Wall Street,"PUBLISHED FRI, MAR 15 20243:30 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: Another hot inflation gauge fuels worry,"PUBLISHED THU, MAR 14 20249:13 PM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Japan’s workers are set for big pay increases after ‘shunto’ negotiations. This is why it matters,"PUBLISHED THU, MAR 14 20246:00 PM EDT",
"10 things to watch in the stock market Thursday, including inflation, Nvidia, Broadcom, Microsoft","PUBLISHED THU, MAR 14 20249:12 AM EDT",Sign up for my Top 10 Morning Thoughts on the Market email newsletter for free (See here for a full list of the stocks at Jim Cramer’s Charitable Trust.)
CNBC Daily Open: Stubborn inflation is a problem for the Fed,"PUBLISHED WED, MAR 13 20243:33 AM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Bank of Japan may exit the world’s last negative rates next week. Here’s what you need to know,"PUBLISHED WED, MAR 13 20241:23 AM EDT",
2024 is the year of the rate cut pivot — here’s when the world’s central banks will budge,"PUBLISHED TUE, MAR 12 20249:30 PM EDT",
CNBC Daily Open: A mixed picture on U.S. jobs growth,"PUBLISHED SUN, MAR 10 20249:06 PM EDT","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Japan averts technical recession as revised fourth-quarter data shows economy grew 0.4%,"PUBLISHED SUN, MAR 10 20247:56 PM EDT",
Markets are hitting record highs. And economists like El-Erian and Krugman can’t shake off their fears,"PUBLISHED FRI, MAR 8 20246:40 AM EST",
CNBC Daily Open: U.S. CEOs now more optimistic about economy,"PUBLISHED FRI, MAR 8 20242:30 AM EST","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: U.S. services activity moderates,"PUBLISHED WED, MAR 6 20242:30 AM EST","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: Will the Fed not cut rates in 2024?,"PUBLISHED TUE, MAR 5 20242:30 AM EST","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Will Nikkei’s record-breaking rally sustain even as Japan’s economy sputters?,"PUBLISHED MON, MAR 4 20249:51 PM EST",
CNBC Daily Open: Markets brace for Fed’s key inflation gauge,"PUBLISHED THU, FEB 29 20242:31 AM EST","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Wall Street takes bets on which major central bank will blink first,"PUBLISHED THU, FEB 29 20241:06 AM EST",
Here’s why investors should stop worrying so much about concentration risk in the market,"PUBLISHED FRI, FEB 23 20248:49 AM EST","After a brief respite, the Magnificent 7 stocks have again hit new highs on the heels of Nvidia’s blowout earnings: They now again comprise about 30% of the S&P 500. Throw in the remainder of the top 10 stocks (Berkshire Hathaway, Lilly, and Broadcom) and the concentration rises to about 33% of the S&P 500. At the recent ETF conference in Miami Beach, Registered investment advisors were eager for advice on how they might get their clients to stop pestering them to invest more money in the Magnificent 7. There was much handwringing about the dangers of over-concentration. RIAs worried that just like they get blamed for not being in the Mag 7 rally with sufficient zest, they will get clobbered by clients blaming them when (and if) they bubble bursts. The hope of the RIAs was the market rally would broaden out. Fat chance. That was two weeks ago, during a brief lull in the relentless march of Nvidia and the Magnificent 7. But Nvidia’s earnings have killed the last hope of the “diversify” crowd. The numbers speak for themselves: Major Sectors YTD Van Eck Semiconductor ETF (SMH) up 20% (25% Nvidia!) Roundhill Magnificent 7 ETF (MAGS) up 14% (14% Nvidia!) S&P 500 up 5% (4% Nvidia!) S&P 500 Equal-Weight ETF (RSP) up 2% On the surface, it sure seems that way. The comparisons are getting silly. At the ETF conference, Dimensional Fund Advisors noted that the Magnificent 7 stocks were now just as large as the entire combined stock markets of Japan, UK, Canada, France, Hong Kong/China combined: Magnificent 7 vs. The World (MSCI All Country World Index weighting) Entire U.S. stock market: 63% Japan, UK, Canada, France, Hong Kong/China combined: 17.5% Magnificent 7: 17% Source: Dimensional Funds That seems crazy, no? And yet, it’s not at all unusual to see concentration like this in prior periods. And it’s mostly around tech. It’s true concentration has risen in the last 10 years. As late as 2015, the top 10 stocks in the S&P 500 were only 17.8% of the index, according to a 2023 study by FS Investments. But that was a low point. Most of the time, the concentration of the top 10 stocks has been far higher. For example, in the mid-1960s the concentration of the top 10 was over 40% of the S&P 500. The domination of the so-called “Nifty 50” stocks (which included IBM, American Express, General Electric, Polaroid and Xerox) in the 1960s and early 1970s regularly kept the concentration of the top 10 stocks over 30%. It slowly declined over the next 20 years, settling between roughly 17% and 20% of the market capitalization of the S&P 500 between the 1980s and the late 1990s. It shot up again during the dotcom and Internet boom, which again pushed the concentration of the top 10 to over 25% in the late 1990s. Other countries like China, France, and Germany have far higher concentration in the top 10 names than the U.S. The broadest China ETF, the iShares MSCI China ETF (MCHI
) has over 600 stocks. But the top 10 stocks, which include Tencent, Alibaba and Baidu, comprise 42% of the entire ETF. Same with Germany: The iShares MSCI Germany ETF (EWG
) has 57% of its weighting in 10 stocks, with 22% in just two stocks, SAP and Siemens. Same with the United Kingdom: The iShares MSCI UK (EWU
) has 50% in the top 10 holdings, with nearly a quarter in three stocks, Shell, AstraZeneca, and HSBC. Same with France: The iShares MSCI France (EWQ
) has 57% in the top 10 with just two companies — LVMH and Total — comprising 20% of the weighting. And same with Canada: The iShares S&P/TSX 60 Index (XIU
) has 45% in the top 10 holdings. Concentration of top 10 stocks in country indexes China 42% Germany 57% UK: 50% France: 57% Canada 45% U.S.: 33% You may worry about it, but concentration has been a boon to index investors and to U.S. investors in general. We all know the majority of the gains in the last year can be attributed to a small number of mostly tech stocks. Investors who own the S&P 500
don’t have to pick those winners; they just go along for the ride. Second, U.S. stocks are global market leaders, and when a small group becomes market leaders it almost always means the U.S. stock market outperforms the world. That is exactly what has happened. The U.S. stock market, which was roughly 40% of the global market capitalization a short while ago, is now roughly 50% of global market capitalization. U.S. investors in broadly diversified indexes have been richly rewarded for their “concentration risk.” Here’s what it all means: Concentration is a characteristic of market cap-weighted indexes. These indexes reward the winners and penalize the losers. The reason the Magnificent 7 has done so well is that these are the most profitable companies in the world. They are at the cutting edge of transformative technologies, particularly AI. That’s the primary reason they are the leaders. There are also secondary reasons: globalization, which made supply chains more efficient, and the long decline in interest rates (which has come to an end). But the bottom line is that in an era where growth has been hard to come by, these companies have plenty of it. And investors are willing to pay up. What about comparisons to the dot-com era? The stocks at the top contribute a far greater amount to the earnings of the S&P 500 than they did in the 1990s. And the cash flow is much higher. There’s already been a correction: It was called 2022 At the ETF conference, the big worry among the RIAs was, “But what if there’s a big correction in the Magnificent 7?” Uh, sorry, but they already corrected. Nvidia went from roughly $292 at the start of 2022 to $112 by October of that year, a drop of 62%. The other Magnificent 7 stocks all had big drops then. Of course they could all correct again. But the AI revolution is very real. Nvidia’s sales tripled. Profits were up 800%. That is a very real revolution."
CNBC Daily Open: Worries over rate cuts persist,"PUBLISHED THU, FEB 22 20242:30 AM EST","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
"Japan’s Nikkei crosses 39,000 as robust earnings, investor-friendly measures drive risk-on sentiment","PUBLISHED WED, FEB 21 20248:25 PM EST",
Magnificent 7 profits now exceed almost every country in the world. Should we be worried?,"PUBLISHED MON, FEB 19 20245:51 AM EST",
Singapore pledges to support households and companies as costs rise; expects budget surplus in 2024,"PUBLISHED FRI, FEB 16 20243:59 AM EST",
CNBC Daily Open: Concerns over sluggish U.S. consumer spending,"PUBLISHED FRI, FEB 16 20242:30 AM EST","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Japan slipped into a technical recession. The Bank of Japan has to juggle supporting the yen and fragile growth,"PUBLISHED THU, FEB 15 20247:36 PM EST",
5 things to know before the stock market opens Thursday,"PUBLISHED THU, FEB 15 20247:37 AM EST",
‘The holy grail’: Startup backed by a Nobel laureate vying for a breakthrough on hydrogen storage,"PUBLISHED THU, FEB 15 20244:08 AM EST",
Japan is no longer the world’s third-largest economy as it slips into recession,"PUBLISHED WED, FEB 14 202411:58 PM EST",
Japanese chipmaker Renesas to buy software company Altium for $5.9 billion,"PUBLISHED WED, FEB 14 20248:51 PM EST",
"Japan’s economy unexpectedly slips into recession, hurt by weak domestic demand","PUBLISHED WED, FEB 14 20247:00 PM EST",
CNBC Daily Open: Lingering inflation problem,"PUBLISHED WED, FEB 14 20242:30 AM EST","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: Inflation’s stubborn staying power,"PUBLISHED TUE, FEB 13 20247:56 PM EST","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
DoubleLine’s Jeff Gundlach warns that stocks are as ‘overvalued’ as early 2022,"PUBLISHED TUE, FEB 13 20244:10 PM EST",
CNBC Daily Open: U.S. CEOs turn positive on the economy,"PUBLISHED FRI, FEB 9 20242:30 AM EST","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: U.S. CEOs feeling better about the economy,"PUBLISHED THU, FEB 8 20248:07 PM EST","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
China’s VC playbook is undergoing a sea change as U.S. IPO exits get tougher,"PUBLISHED WED, FEB 7 202411:24 PM EST",
"‘A slow fiscal death’ awaits some countries in this ‘decade of debt,’ says economist","PUBLISHED TUE, FEB 6 20247:43 PM EST",
"Red Sea tensions risk significantly higher inflation, OECD warns","PUBLISHED MON, FEB 5 20249:44 AM EST",
Japanese bank tanks over 20% after flagging losses tied to U.S. commercial property,"PUBLISHED THU, FEB 1 20244:06 AM EST",
India will release its interim budget this week. Here’s what to expect,"PUBLISHED TUE, JAN 30 202411:38 PM EST",
"IMF upgrades global growth forecast, citing U.S. resilience and policy support in China","PUBLISHED TUE, JAN 30 20248:00 AM EST",
"India set to be world’s third largest economy by 2027, finance ministry says","PUBLISHED TUE, JAN 30 202412:34 AM EST",
AI hiring frenzy to fuel layoffs in other tech segments as firms strive to balance costs,"PUBLISHED THU, JAN 25 20246:07 PM EST",
CNBC Daily Open: Markets’ upbeat sentiment,"PUBLISHED TUE, JAN 23 20242:30 AM EST","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
"Bank of Japan retains its ultra-loose policy, says 2% inflation target is in sight","PUBLISHED MON, JAN 22 202410:18 PM EST",
UBS sees a 10% spike for gold this year as rate cut speculation swirls,"PUBLISHED MON, JAN 22 20249:01 AM EST",
‘We have a huge fiscal problem’: Banking group IIF sounds the alarm on record global debt,"PUBLISHED TUE, JAN 16 20246:25 AM EST",
CNBC Daily Open: Down to Davos,"PUBLISHED TUE, JAN 16 20242:28 AM EST","This report is from today’s CNBC Daily Open, our international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Japan markets are hitting multi-decade highs — will Nikkei scale a new peak?,"PUBLISHED SUN, JAN 14 202410:30 PM EST",
CNBC Daily Open: The long-awaited bitcoin stamp of approval,"PUBLISHED THU, JAN 11 20242:36 AM EST","This report is from today’s CNBC Daily Open, our new, international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
SpaceX and T-Mobile send first texts via Starlink satellites,"PUBLISHED WED, JAN 10 20244:54 PM EST",
CNBC Daily Open: Boeing tumbles on Max crisis,"PUBLISHED TUE, JAN 9 20242:30 AM EST","This report is from today’s CNBC Daily Open, our new, international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: Turbulent times for Boeing,"PUBLISHED MON, JAN 8 20246:54 PM EST","This report is from today’s CNBC Daily Open, our new, international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: Jobs market is still hot — will it influence Fed?,"PUBLISHED MON, JAN 8 20242:30 AM EST","This report is from today’s CNBC Daily Open, our new, international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
Looking to ride the Asia-Pacific rally? Here are analysts’ top markets to invest in for 2024,"PUBLISHED SUN, JAN 7 20246:23 PM EST",
Investors are bullish on Asia in 2024. Here’s what to look out for,"PUBLISHED MON, JAN 1 20247:50 PM EST",
This is 2023′s best-performing market in Asia — how will it fare in the new year?,"PUBLISHED THU, DEC 28 20236:39 PM EST",
CNBC Daily Open: Markets rebound to welcome Santa Claus rally,"PUBLISHED FRI, DEC 22 20232:30 AM EST","This report is from today’s CNBC Daily Open, our new, international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
"Profit-taking, economic worries or options trading? Sudden sell-off confounds analysts","PUBLISHED THU, DEC 21 20236:49 AM EST",
Bank of Japan sticks to ultra-easy policy amid ‘extremely high’ uncertainties; yen tumbles,"PUBLISHED MON, DEC 18 202310:01 PM EST",
"‘Bonds are back’ as markets enter a ‘new paradigm,’ says HSBC Asset Management","PUBLISHED THU, DEC 14 20232:45 AM EST",
CNBC Daily Open: Dow hits record high — thanks to the Fed,"PUBLISHED THU, DEC 14 20232:30 AM EST","This report is from today’s CNBC Daily Open, our new, international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
CNBC Daily Open: November’s CPI’s both good and bad,"PUBLISHED WED, DEC 13 20232:30 AM EST","This report is from today’s CNBC Daily Open, our new, international markets newsletter. CNBC Daily Open brings investors up to speed on everything they need to know, no matter where they are. Like what you see? You can subscribe here."
